run_name,model_name,lr,num_seeds,best_epoch_mean,best_epoch_std,val_loss_mean,val_loss_std,val_top1_accuracy_mean,val_top1_accuracy_std,val_macro_accuracy_mean,val_macro_accuracy_std,val_top5_accuracy_mean,val_top5_accuracy_std,test_loss_mean,test_loss_std,test_top1_accuracy_mean,test_top1_accuracy_std,test_macro_accuracy_mean,test_macro_accuracy_std,test_top5_accuracy_mean,test_top5_accuracy_std
mot_patch_tiny_1d-p3-bs.512-ep.100,mot_patch_tiny_1d,0.1,1,36.0,0.0,0.6908118275337876,0.0,0.8546845124282982,0.0,0.8528267741203308,0.0,0.931548757170172,0.0,0.6850215690046572,0.0,0.8469778117827085,0.0,0.8367606997489929,0.0,0.9361132364192808,0.0
mot_patch_tiny_1d-p3-bs.512-ep.100,mot_patch_tiny_1d,0.3,1,43.0,0.0,0.6372592291458159,0.0,0.8615678776290631,0.0,0.8587827086448669,0.0,0.9353728489483748,0.0,0.626457110742804,0.0,0.8527161438408569,0.0,0.8424473404884338,0.0,0.9418515684774292,0.0
mot_patch_tiny_1d-p3-bs.512-ep.100,mot_patch_tiny_1d,0.5,1,36.0,0.0,0.6518885479374552,0.0,0.8611854684512428,0.0,0.8596881031990051,0.0,0.9384321223709369,0.0,0.6401606554645751,0.0,0.8523335883703137,0.0,0.8435998558998108,0.0,0.9426166794185157,0.0
mot_patch_tiny_1d-p3-bs.512-ep.100,mot_patch_tiny_1d,0.7,1,39.0,0.0,0.6740369355473418,0.0,0.8596558317399617,0.0,0.8573053479194641,0.0,0.9384321223709369,0.0,0.6653077330585646,0.0,0.8488905891354246,0.0,0.838022768497467,0.0,0.9445294567712318,0.0
mot_patch_tiny_1d-p3-bs.512-ep.100,mot_patch_tiny_1d,1.0,1,39.0,0.0,0.7406408984620074,0.0,0.8562141491395794,0.0,0.8532734513282776,0.0,0.9376673040152964,0.0,0.728229845217739,0.0,0.8442999234889059,0.0,0.8333473205566406,0.0,0.9468247895944912,0.0
mot_patch_tiny_1d-p3-bs.512-ep.200,mot_patch_tiny_1d,0.1,1,40.0,0.0,0.7898608628923989,0.0,0.8340344168260039,0.0,0.833397388458252,0.0,0.9246653919694072,0.0,0.7649730107395724,0.0,0.8339709257842387,0.0,0.8254253268241882,0.0,0.9296097934200459,0.0
mot_patch_tiny_1d-p3-bs.512-ep.200,mot_patch_tiny_1d,0.3,1,46.0,0.0,0.7435057207913517,0.0,0.838623326959847,0.0,0.8389459252357483,0.0,0.92848948374761,0.0,0.6932471748883248,0.0,0.8423871461361897,0.0,0.8347991704940796,0.0,0.9368783473603672,0.0
mot_patch_tiny_1d-p3-bs.512-ep.200,mot_patch_tiny_1d,0.5,1,31.0,0.0,0.7639051039861675,0.0,0.8374760994263862,0.0,0.835803747177124,0.0,0.9296367112810707,0.0,0.7150543288775957,0.0,0.8324407039020658,0.0,0.824516236782074,0.0,0.9372609028309105,0.0
mot_patch_tiny_1d-p3-bs.512-ep.200,mot_patch_tiny_1d,0.7,1,38.0,0.0,0.7869738073695458,0.0,0.8359464627151052,0.0,0.8344317674636841,0.0,0.930019120458891,0.0,0.7178666473073456,0.0,0.8332058148431523,0.0,0.8252566456794739,0.0,0.9376434583014537,0.0
mot_patch_tiny_1d-p3-bs.512-ep.200,mot_patch_tiny_1d,1.0,1,43.0,0.0,0.8430275050905421,0.0,0.8325047801147227,0.0,0.8311224579811096,0.0,0.9292543021032504,0.0,0.7648706560200558,0.0,0.8320581484315226,0.0,0.8247607350349426,0.0,0.9384085692425401,0.0
mot_patch_tiny_1d-p3-bs.512-ep.300,mot_patch_tiny_1d,0.1,1,49.0,0.0,0.9250095221554117,0.0,0.8007648183556405,0.0,0.7968137860298157,0.0,0.9082217973231358,0.0,0.9366179833269885,0.0,0.7907421576128538,0.0,0.7801790833473206,0.0,0.9028309104820199,0.0
mot_patch_tiny_1d-p3-bs.512-ep.300,mot_patch_tiny_1d,0.3,1,39.0,0.0,0.9110630334449316,0.0,0.805736137667304,0.0,0.8038052916526794,0.0,0.9097514340344168,0.0,0.9050545579345516,0.0,0.7915072685539403,0.0,0.7825213074684143,0.0,0.9112471308339709,0.0
mot_patch_tiny_1d-p3-bs.512-ep.300,mot_patch_tiny_1d,0.5,1,39.0,0.0,0.953971369726936,0.0,0.7984703632887189,0.0,0.7967941164970398,0.0,0.9089866156787763,0.0,0.9403051144308777,0.0,0.7842387146136189,0.0,0.7743480205535889,0.0,0.9120122417750574,0.0
mot_patch_tiny_1d-p3-bs.512-ep.300,mot_patch_tiny_1d,0.7,1,45.0,0.0,1.0059565469366187,0.0,0.7904397705544933,0.0,0.7861799001693726,0.0,0.9097514340344168,0.0,0.9806746283650125,0.0,0.7880642693190513,0.0,0.777299702167511,0.0,0.9108645753634277,0.0
mot_patch_tiny_1d-p3-bs.512-ep.300,mot_patch_tiny_1d,1.0,1,39.0,0.0,1.156197533689539,0.0,0.7789674952198853,0.0,0.7755423188209534,0.0,0.9089866156787763,0.0,1.1217980125794997,0.0,0.7765876052027544,0.0,0.7653713822364807,0.0,0.9127773527161438,0.0
mot_patch_small_1d-p3-bs.512-ep.100,mot_patch_small_1d,0.1,1,41.0,0.0,0.7084193603486449,0.0,0.8420650095602294,0.0,0.8420698642730713,0.0,0.9292543021032504,0.0,0.7186609850462466,0.0,0.8400918133129304,0.0,0.8298811316490173,0.0,0.9254016832440703,0.0
