run_name,model_name,lr,seed,epoch,learning_rate,train_loss,train_top1_accuracy,train_macro_accuracy,train_top5_accuracy,val_loss,val_top1_accuracy,val_macro_accuracy,val_top5_accuracy
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,1,0.001,4.459634523725482,0.05402562631478294,0.037996817380189896,0.15528781793842034,4.45326475650357,0.052390057361376675,0.03648946434259415,0.14952198852772466
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,2,0.0009990133642141358,4.294531650948101,0.09734174794415758,0.07390465587377548,0.24507554025626316,4.289899200964612,0.08871892925430211,0.0668497309088707,0.24321223709369025
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,3,0.000996057350657239,4.146519077145636,0.13635494358385924,0.10995547473430634,0.3327596098680436,4.145296418461699,0.12963671128107074,0.10588634759187698,0.33078393881453155
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,4,0.0009911436253643444,4.012492609014929,0.17579843182252822,0.14813905954360962,0.40562248995983935,4.012551313878017,0.17246653919694072,0.14721331000328064,0.4011472275334608
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,5,0.0009842915805643156,3.890444532501285,0.21141709695926564,0.182922825217247,0.4596959265633964,3.893499224865186,0.2118546845124283,0.18842937052249908,0.45086042065009563
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,6,0.0009755282581475769,3.779678131704646,0.2472748135398738,0.2181815356016159,0.5012430675081277,3.7857005365492054,0.23518164435946462,0.21202872693538666,0.49866156787762905
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,7,0.0009648882429441258,3.6786460504406016,0.2752916427615223,0.24627169966697693,0.5420252438324727,3.6871554898030445,0.26462715105162526,0.24304181337356567,0.5365200764818355
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,8,0.0009524135262330099,3.5868382208614964,0.29934021801491684,0.27017369866371155,0.5665519219736087,3.5975921922614424,0.28604206500956025,0.2646506428718567,0.5648183556405354
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,9,0.0009381533400219318,3.5029707584173186,0.31980302161025054,0.2910034954547882,0.5906483075157773,3.5153011518956143,0.30363288718929254,0.280717670917511,0.5892925430210325
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,10,0.0009221639627510075,3.4261113464273762,0.33682348441384585,0.308322936296463,0.6112067316886594,3.4396009222727204,0.32122370936902483,0.2963047921657562,0.6072657743785851
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,11,0.0009045084971874736,3.355684126830051,0.35078408873589595,0.32313406467437744,0.6271275578504494,3.371072860338492,0.33537284894837477,0.31122007966041565,0.6248565965583174
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,12,0.0008852566213878945,3.2910086813609536,0.36374067699368906,0.3367867171764374,0.6408491107286288,3.307813923764639,0.35105162523900574,0.32674476504325867,0.6359464627151051
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,13,0.0008644843137107056,3.2318249015056693,0.37631478294128895,0.3501215875148773,0.6520845285905527,3.2496862874660164,0.35793499043977056,0.33500686287879944,0.6478011472275335
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,14,0.0008422735529643443,3.177210317740456,0.3861637024287627,0.36031249165534973,0.6608338114362211,3.1963472734673757,0.37093690248565964,0.34962064027786255,0.6562141491395793
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,15,0.0008187119948743448,3.127119031137571,0.39806846433352455,0.37250426411628723,0.6706827309236948,3.1464022984696163,0.3835564053537285,0.3618335425853729,0.6661567877629063
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,16,0.0007938926261462366,3.0808759402262136,0.40476190476190477,0.3796898126602173,0.6785236182826544,3.1018067048111106,0.3931166347992352,0.37172484397888184,0.6726577437858509
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,17,0.0007679133974894982,3.038376448327256,0.41327213616370245,0.38899901509284973,0.6840696117804551,3.0600180748087955,0.40650095602294456,0.38440072536468506,0.6795411089866157
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,18,0.0007408768370508576,2.9992687701723,0.42130426467775867,0.3974899351596832,0.689328743545611,3.022008367067997,0.411472275334608,0.3890751004219055,0.6841300191204589
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,19,0.0007128896457825362,2.9633271433833364,0.4271849301969784,0.40354910492897034,0.6942053930005737,2.9862950808231505,0.4198852772466539,0.3983150124549866,0.6879541108986615
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,20,0.0006840622763423389,2.930184515148578,0.4323962516733601,0.4090964198112488,0.6991776630330847,2.9545180778430478,0.4248565965583174,0.40394753217697144,0.6921606118546845
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,21,0.0006545084971874735,2.899753199227341,0.43827691719257983,0.41511961817741394,0.7022853318034041,2.9249640441077616,0.4305927342256214,0.4097974896430969,0.6959847036328872
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,22,0.0006243449435824271,2.8716880300802354,0.4459743736852171,0.4234195351600647,0.7055364314400459,2.897482795788271,0.4359464627151052,0.4144803285598755,0.6994263862332696
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,23,0.0005936906572928622,2.845952580959534,0.4509466437177281,0.4287199378013611,0.709217823675655,2.8724345978541765,0.4416826003824092,0.4201154410839081,0.7051625239005737
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,24,0.000562666616782152,2.8223481914194166,0.4556320520175942,0.43376824259757996,0.7123733027347485,2.849072236449495,0.44933078393881454,0.42740604281425476,0.7093690248565966
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,25,0.0005313952597646566,2.80067711875917,0.458883151654236,0.43699541687965393,0.7150506789061006,2.827925071935125,0.45391969407265775,0.4319991171360016,0.7112810707456979
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,26,0.0004999999999999998,2.780818531403329,0.46285140562248994,0.44129830598831177,0.7172021419009371,2.8087563976047143,0.45736137667304017,0.43495938181877136,0.7135755258126195
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,27,0.00046860474023534314,2.7627411545246274,0.46552878179384205,0.4441133737564087,0.7193057946069994,2.7911014768407174,0.4592734225621415,0.43662044405937195,0.7154875717017208
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,28,0.00043733338321784774,2.7462236744013815,0.4687798814304838,0.4473918080329895,0.7216484987569325,2.775108988016103,0.4627151051625239,0.440622478723526,0.7173996175908222
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,29,0.00040630934270713756,2.7312236777863874,0.4709313444253203,0.44982901215553284,0.7236087205966724,2.7604900236111525,0.465774378585086,0.44404906034469604,0.7204588910133843
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,30,0.00037565505641757246,2.7176155503244375,0.4738477720405431,0.4528062045574188,0.7250908395486709,2.7474718958196402,0.4684512428298279,0.44663411378860474,0.7219885277246654
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,31,0.00034549150281252633,2.705357339829463,0.4760948556129279,0.45502200722694397,0.7263817173455728,2.7352389975669964,0.47151051625239004,0.4494606852531433,0.7231357552581262
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,32,0.00031593772365766105,2.6943034253947524,0.47772040543124883,0.45692867040634155,0.7275291642761522,2.7246835799791618,0.4734225621414914,0.45163673162460327,0.7254302103250478
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,33,0.00028711035421746355,2.6843941754742184,0.4801587301587302,0.45949238538742065,0.7285331803404093,2.714917254767044,0.47533460803059274,0.45364105701446533,0.725812619502868
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,34,0.0002591231629491422,2.6755742306325376,0.48221457257601835,0.4615345001220703,0.7306368330464716,2.7062443341169486,0.47495219885277246,0.4531794786453247,0.7261950286806883
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,35,0.00023208660251050145,2.6677793633028206,0.4833620195065978,0.4628019630908966,0.7312583668005355,2.6988537702688067,0.4780114722753346,0.4563746750354767,0.7284894837476099
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,36,0.00020610737385376337,2.660934163726614,0.4848441384585963,0.4644339084625244,0.7323580034423408,2.692134902399767,0.47762906309751435,0.45622244477272034,0.7281070745697896
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,37,0.00018128800512565502,2.654948940922731,0.48556129279020843,0.4652566611766815,0.7330751577739529,2.686307217833189,0.47954110898661567,0.45822665095329285,0.7281070745697896
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,38,0.00015772644703565555,2.6498099185012,0.4865653088544655,0.46624916791915894,0.733744501816791,2.6813521551128554,0.4818355640535373,0.46020370721817017,0.7277246653919694
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,39,0.00013551568628929425,2.6453941463398234,0.4878561866513674,0.4675477147102356,0.7344616561484031,2.6770712974650452,0.4829827915869981,0.4617113769054413,0.7292543021032505
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,40,0.00011474337861210535,2.641703658360189,0.48804742780646393,0.4677145481109619,0.7348441384585963,2.6734672823554013,0.4818355640535373,0.46044445037841797,0.7288718929254302
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,41,9.549150281252626e-05,2.638637867364174,0.48871677184930196,0.4683971405029297,0.7351788104800153,2.670522435263056,0.4826003824091778,0.4613267779350281,0.7288718929254302
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,42,7.783603724899252e-05,2.6361457152083037,0.4892904953145917,0.4689749479293823,0.7353700516351118,2.6681026655674893,0.48221797323135757,0.4610326886177063,0.7292543021032505
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,43,6.184665997806817e-05,2.6341736429301656,0.4898164084911073,0.46952885389328003,0.7355134825014343,2.6662195326037432,0.48221797323135757,0.4610326886177063,0.7292543021032505
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,44,4.7586473766990294e-05,2.632665136982547,0.490055459934978,0.4697920083999634,0.7356569133677567,2.6647602497049774,0.4826003824091778,0.46158820390701294,0.7300191204588911
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,45,3.5111757055874305e-05,2.6315495849772788,0.490055459934978,0.46981343626976013,0.7358959648116274,2.6636693717416797,0.4826003824091778,0.46138980984687805,0.7300191204588911
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,46,2.4471741852423218e-05,2.630775247392565,0.49034232166762287,0.4700627028942108,0.7358003442340791,2.6629296151447477,0.4826003824091778,0.46138980984687805,0.7296367112810708
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,47,1.5708419435684507e-05,2.63027805715748,0.49048575253394533,0.4701889455318451,0.7359915853891758,2.662440977953588,0.4826003824091778,0.46138980984687805,0.7292543021032505
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,48,8.856374635655634e-06,2.6299980062899477,0.4905335628227194,0.4702337682247162,0.7359437751004017,2.66217017091711,0.4829827915869981,0.46194538474082947,0.7296367112810708
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,49,3.942649342761115e-06,2.629873423486076,0.4905335628227194,0.4702337682247162,0.7359915853891758,2.6620509948146958,0.4829827915869981,0.46194538474082947,0.7296367112810708
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,0,50,9.866357858642198e-07,2.6298422157753034,0.4905335628227194,0.4702337682247162,0.7359915853891758,2.6620201679762188,0.4829827915869981,0.46194538474082947,0.7296367112810708
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,1,1,0.001,4.490608815003317,0.036861732644865176,0.025570807978510857,0.13123924268502582,4.4888226423391195,0.04053537284894838,0.02871612273156643,0.13307839388145315
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,1,2,0.0009990133642141358,4.320873412969213,0.07396251673360107,0.054356206208467484,0.2217441193344808,4.32350472619839,0.07418738049713193,0.05360851809382439,0.21720841300191204
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,1,3,0.000996057350657239,4.169771971769145,0.1206253585771658,0.09691368043422699,0.3137311149359342,4.175145375705814,0.1158699808795411,0.09066523611545563,0.31089866156787765
mot_base-large_1d-bs.512-ep.300,mot_base_1d,0.001,1,4,0.0009911436253643444,4.032469022294535,0.16623637406769937,0.13991916179656982,0.3960604322050105,4.041189913631169,0.16137667304015296,0.13634000718593597,0.3889101338432122
