epoch,learning_rate,train_loss,train_top1_accuracy,train_macro_accuracy,train_top5_accuracy,val_loss,val_top1_accuracy,val_macro_accuracy,val_top5_accuracy
1,5.9999999999999995e-05,3.8099728473675003,0.22681200994454007,0.20234666764736176,0.4194874737043412,2.7586380034058315,0.4745697896749522,0.44859588146209717,0.751434034416826
2,0.00011999999999999999,1.7249584714708421,0.6666188563778925,0.6528527140617371,0.8436125454197744,1.0951684430270077,0.8030592734225621,0.7997267842292786,0.902868068833652
3,0.00017999999999999998,0.8094413372133904,0.8371103461464907,0.8313477039337158,0.9194874737043411,0.6631085135056913,0.8527724665391969,0.849250078201294,0.9258126195028681
4,0.00023999999999999998,0.5518673033941359,0.8806655192197361,0.8762352466583252,0.9380856760374833,0.5556273801376898,0.8692160611854685,0.8691654801368713,0.9361376673040153
5,0.0003,0.4539798601199391,0.8935264868999808,0.8897430300712585,0.9467871485943775,0.4824423882974949,0.8848948374760994,0.8849735856056213,0.9411089866156788
6,0.0003,0.3739905605742024,0.9092560719066743,0.9061058759689331,0.9566838783706254,0.47125286882739675,0.8822179732313575,0.8814338445663452,0.9403441682600382
7,0.00029991651377767303,0.31216459758515613,0.9219257984318225,0.9192589521408081,0.965528781793842,0.43011755387140277,0.8978967495219885,0.899047315120697,0.9430210325047801
8,0.0002996661483541614,0.2756160100728564,0.9275674125071716,0.9254197478294373,0.9713138267355135,0.39208920043011697,0.9032504780114723,0.8991420269012451,0.9487571701720842
9,0.00029924918335573134,0.23817758899068806,0.9361732644865175,0.9335060715675354,0.9770988716771849,0.3761070065471,0.9051625239005736,0.9024267792701721,0.95717017208413
10,0.0002986660844791396,0.20696773383318295,0.9435838592465099,0.9414850473403931,0.9822145725760184,0.39004988952986824,0.901338432122371,0.9036045670509338,0.9529636711281071
11,0.00029791750297150925,0.1880550799810492,0.9476477337923122,0.9458743333816528,0.9848441384585963,0.35048544320276087,0.9151051625239006,0.9151014089584351,0.9552581261950287
12,0.0002970042749029697,0.16574117360213766,0.953910881621725,0.9520254731178284,0.9890036335819469,0.3522857166385104,0.9101338432122371,0.9094160199165344,0.9586998087954111
