epoch,learning_rate,train_loss,train_top1_accuracy,train_macro_accuracy,train_top5_accuracy,val_loss,val_top1_accuracy,val_macro_accuracy,val_top5_accuracy
1,5.9999999999999995e-05,3.446272067299626,0.4263721552878179,0.4043835401535034,0.6449129852744311,2.483432421128107,0.7082217973231357,0.6975820064544678,0.8669216061185469
2,0.00011999999999999999,1.9766666179725558,0.7823197552113215,0.7714993357658386,0.9046662841843565,1.241117949330784,0.8512428298279159,0.8444166779518127,0.9304015296367113
3,0.00017999999999999998,1.058789461731432,0.8777012813157391,0.8716329336166382,0.9364123159303882,0.6675814860181645,0.902868068833652,0.8985717296600342,0.9449330783938814
4,0.00023999999999999998,0.6336420483446915,0.9080130043985466,0.9038630723953247,0.9506119716963091,0.4807458939561424,0.9116634799235181,0.911377489566803,0.9537284894837476
5,0.0003,0.4610882290156491,0.9178141135972461,0.9148425459861755,0.9593134442532033,0.4065337026096439,0.9196940726577438,0.9173120856285095,0.9548757170172084
6,0.0003,0.3496929509595512,0.9302447886785237,0.9274967908859253,0.970501051826353,0.36316443127838194,0.9204588910133843,0.918022632598877,0.9567877629063097
7,0.00029991651377767303,0.2823372566151697,0.938659399502773,0.9360691905021667,0.9771944922547332,0.33109203214627153,0.9235181644359465,0.9231995940208435,0.9652007648183556
8,0.0002996661483541614,0.23312816588640167,0.9465480971505068,0.9444893002510071,0.983744501816791,0.30375733822299233,0.9269598470363288,0.9254040718078613,0.9690248565965583
9,0.00029924918335573134,0.1968574250267623,0.953241537578887,0.9510625600814819,0.9880474278064639,0.3314247320988438,0.9216061185468452,0.92145174741745,0.9648183556405354
10,0.0002986660844791396,0.16967557392035554,0.9588353413654619,0.957449197769165,0.9902467010900746,0.31455817724049207,0.9307839388145316,0.930247962474823,0.9636711281070746
11,0.00029791750297150925,0.13970681102787885,0.964859437751004,0.9633276462554932,0.9942149550583286,0.2840731998246669,0.935755258126195,0.9337917566299438,0.967112810707457
12,0.0002970042749029697,0.11622355154240467,0.9716963090457066,0.9705221056938171,0.9957926945878753,0.28869214468202903,0.9330783938814532,0.9318389296531677,0.9690248565965583
13,0.00029592742023287305,0.10196895933722327,0.9741824440619621,0.9731910824775696,0.9971313826735514,0.28758928288009383,0.9334608030592734,0.9320513010025024,0.9705544933078394
14,0.00029468814167062926,0.0874890710272965,0.9767641996557659,0.9756293296813965,0.9978963472939376,0.2714374126485383,0.9338432122370937,0.9309976696968079,0.9717017208413002
15,0.0002932878233324334,0.0810463835579142,0.9792503346720214,0.9778653979301453,0.9975138649837445,0.29115901677148065,0.935755258126195,0.9348578453063965,0.9690248565965583
16,0.0002917280291953838,0.07181562035335458,0.9810193153566648,0.9800572991371155,0.9982788296041308,0.29258768727173085,0.9338432122370937,0.9330605268478394,0.97131931166348
17,0.00029001050135071956,0.06554706227251621,0.9818320902658252,0.9810729026794434,0.9989481736469689,0.27791668033052813,0.9342256214149139,0.9342125058174133,0.9762906309751435
18,0.0002881371580581261,0.05977183054412362,0.9842704149933066,0.9839985370635986,0.9990916045132913,0.3027154174863039,0.9288718929254303,0.9289814233779907,0.9701720841300191
19,0.00028611009160328394,0.05465730653922926,0.9852744310575636,0.9848154187202454,0.998995983935743,0.2758608612002196,0.9388145315487572,0.937432050704956,0.9732313575525813
20,0.00028393156596105224,0.054007791002671245,0.9863262574105948,0.9857973456382751,0.9993784662459361,0.2791153822072833,0.9369024856596558,0.9337716698646545,0.9759082217973232
21,0.00028160401426689737,0.0437029172643395,0.9880952380952381,0.9874796271324158,0.9995218971122586,0.28686313373864725,0.9376673040152964,0.9371578693389893,0.97131931166348
22,0.00027913003609939083,0.04141202510374982,0.98938611589214,0.9890859127044678,0.9994740868234844,0.31773223220504265,0.9323135755258126,0.9304920434951782,0.97131931166348
23,0.00027651239457681114,0.039216624860338146,0.9896729776247849,0.9894643425941467,0.9995697074010327,0.30259842006471827,0.935755258126195,0.9352784752845764,0.9709369024856597
24,0.0002737540132710932,0.038761192881073867,0.9897685982023331,0.9892921447753906,0.9996175176898069,0.3052030851462603,0.9319311663479923,0.9327770471572876,0.9705544933078394
25,0.00027085797294257064,0.029882531548280473,0.9926372155287818,0.9923305511474609,0.999665327978581,0.31572013749219263,0.9376673040152964,0.9350342750549316,0.9717017208413002
26,0.0002678275080991598,0.03636028531202852,0.9902467010900746,0.9896396398544312,0.9994262765347103,0.32300213363384883,0.935755258126195,0.9354934692382812,0.9736137667304016
27,0.00026466600338382614,0.02814788853318257,0.9924459743736852,0.9922580718994141,0.999665327978581,0.31213113773849227,0.9353728489483748,0.9346747398376465,0.9732313575525813
28,0.00026137698979436963,0.02915322901294573,0.9918244406196214,0.9914618730545044,0.9995697074010327,0.31939970166003956,0.9349904397705545,0.9324848651885986,0.9724665391969407
29,0.00025796414073975043,0.021891396905215937,0.9947408682348441,0.9947018623352051,0.9999043794224517,0.30522497844513696,0.9391969407265774,0.9386547803878784,0.9751434034416826
30,0.000254431267937359,0.02606462431990706,0.9926372155287818,0.9924578070640564,0.9998087588449034,0.30260848597860246,0.9391969407265774,0.9381612539291382,0.9762906309751435
31,0.0002507823171558139,0.022566891309364755,0.9938324727481354,0.9936091899871826,0.9997609485561293,0.3135580675551814,0.9384321223709369,0.9367826581001282,0.9755258126195029
32,0.0002470213638080409,0.018313611264674175,0.9954102122776821,0.9952932000160217,0.9998087588449034,0.3116034152174999,0.9403441682600382,0.9385247230529785,0.97131931166348
33,0.0002431526083995566,0.02002530406927556,0.994023713903232,0.9938340187072754,0.9996175176898069,0.30704351465287216,0.9388145315487572,0.9377872943878174,0.974378585086042
34,0.0002391803718370386,0.02170354196704535,0.993689041881813,0.9936233758926392,0.999665327978581,0.3168604940119027,0.9407265774378585,0.9393110871315002,0.972848948374761
35,0.00023510909060242398,0.018615019481435353,0.9949321093899407,0.9949156045913696,0.9999043794224517,0.3115026539643909,0.9369024856596558,0.9362316727638245,0.9739961759082219
36,0.00023094331179792418,0.013389390247374728,0.9968445209409065,0.9966608285903931,0.9999043794224517,0.3147263364627758,0.9384321223709369,0.9368804693222046,0.9736137667304016
37,0.00022668768806749165,0.021851036750345845,0.9936412315930389,0.9933468103408813,0.9998087588449034,0.31122403591586345,0.9376673040152964,0.937174916267395,0.9762906309751435
38,0.00022234697240040922,0.014815396077809458,0.9967967106521324,0.996474027633667,0.9999521897112259,0.3118810846974243,0.9391969407265774,0.9396774768829346,0.9736137667304016
39,0.00021792601282280717,0.007531299870258183,0.9985178810480015,0.9984346032142639,0.9998565691336776,0.3080590793325158,0.9372848948374761,0.9367586374282837,0.9762906309751435
40,0.0002134297469830361,0.010988972412497461,0.9971791929623255,0.9970028400421143,0.9999043794224517,0.29921033031397976,0.9418738049713193,0.94037926197052,0.9751434034416826
41,0.00020886319663694246,0.010553989889266546,0.9973226238286479,0.9972343444824219,0.9998565691336776,0.30557377270029334,0.9418738049713193,0.9415397644042969,0.972848948374761
42,0.00020423146203920814,0.008002233497198578,0.9981832090265825,0.9980899095535278,1.0,0.3095959745447221,0.9426386233269598,0.9429489374160767,0.9751434034416826
